"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3591","test5","Default Suite","2025-09-21","passed","2025-09-21","com.abc.LoginTest","AutomationSampleYuliia","com.abc.LoginTest","test5"
